site_id,site_name,receiving_watercourse,in_conham_filter,outfall_lat,outfall_lon,distance_miles,upstream,event_start,event_end,duration_hours
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),True,51.449659,-2.52216188,0.638,True,2025-12-15T07:00:00+00:00,2025-12-15T07:01:00+00:00,0.02
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T07:04:51+00:00,2025-12-15T07:06:37+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T07:12:00+00:00,2025-12-15T07:20:00+00:00,0.13
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T07:15:40+00:00,2025-12-15T07:17:24+00:00,0.03
WXW01231,BRISTOL HIGH STREET / HENBURY ROAD,RIVER AVON (S),False,51.49494442,-2.617795462,4.973,False,2025-12-15T07:24:00+00:00,2025-12-15T07:25:00+00:00,0.02
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T07:24:00+00:00,2025-12-15T07:30:00+00:00,0.1
WXW00015,BRISTOL CRANBROOK ROAD O/S NO 2,RIVER AVON VIA SWS (ESTUARINE),False,51.47049867,-2.594616656,3.125,False,2025-12-15T07:26:00+00:00,2025-12-15T07:28:00+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T07:27:44+00:00,2025-12-15T07:29:29+00:00,0.03
WXW01231,BRISTOL HIGH STREET / HENBURY ROAD,RIVER AVON (S),False,51.49494442,-2.617795462,4.973,False,2025-12-15T07:29:00+00:00,2025-12-15T07:30:00+00:00,0.02
WXW01231,BRISTOL HIGH STREET / HENBURY ROAD,RIVER AVON (S),False,51.49494442,-2.617795462,4.973,False,2025-12-15T07:31:00+00:00,2025-12-15T07:55:00+00:00,0.4
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T07:34:00+00:00,2025-12-15T07:40:00+00:00,0.1
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T07:42:00+00:00,2025-12-15T07:48:00+00:00,0.1
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T07:43:05+00:00,2025-12-15T07:44:48+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T07:50:00+00:00,2025-12-15T07:54:00+00:00,0.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T07:58:39+00:00,2025-12-15T08:00:22+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T08:02:00+00:00,2025-12-15T08:04:00+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T08:06:00+00:00,2025-12-15T08:08:00+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T08:12:00+00:00,2025-12-15T08:14:00+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-12-15T08:16:00+00:00,2025-12-15T08:26:00+00:00,0.17
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T08:16:03+00:00,2025-12-15T08:17:46+00:00,0.03
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T08:20:00+00:00,2025-12-15T09:26:00+00:00,1.1
WXW00305,FRAMPTON COTTERELL CLYDE RD BRICKENHILL PARSONAGE BRIDGE,RIVER FROME,False,51.53298093,-2.48117561,6.511,True,2025-12-15T08:22:00+00:00,2025-12-15T08:26:00+00:00,0.07
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T08:28:00+00:00,2025-12-15T08:32:00+00:00,0.07
WXW00305,FRAMPTON COTTERELL CLYDE RD BRICKENHILL PARSONAGE BRIDGE,RIVER FROME,False,51.53298093,-2.48117561,6.511,True,2025-12-15T08:28:00+00:00,2025-12-15T08:50:00+00:00,0.37
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T08:33:04+00:00,2025-12-15T08:34:47+00:00,0.03
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T08:34:00+00:00,2025-12-15T08:38:00+00:00,0.07
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T08:42:00+00:00,2025-12-15T08:50:00+00:00,0.13
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T08:43:36+00:00,2025-12-15T08:50:10+00:00,0.11
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T08:51:51+00:00,2025-12-15T08:53:34+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T08:53:25+00:00,2025-12-15T08:59:49+00:00,0.11
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T09:03:11+00:00,2025-12-15T09:09:02+00:00,0.1
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T09:12:40+00:00,2025-12-15T09:17:51+00:00,0.09
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T09:14:27+00:00,2025-12-15T09:16:07+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T09:21:48+00:00,2025-12-15T09:26:29+00:00,0.08
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T09:30:00+00:00,2025-12-15T09:36:00+00:00,0.1
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T09:30:43+00:00,2025-12-15T09:35:10+00:00,0.07
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T09:39:43+00:00,2025-12-15T09:43:54+00:00,0.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T09:40:47+00:00,2025-12-15T09:42:28+00:00,0.03
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T09:46:00+00:00,2025-12-15T09:50:00+00:00,0.07
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T09:48:48+00:00,2025-12-15T09:52:45+00:00,0.07
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T09:54:00+00:00,2025-12-15T09:56:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T09:58:05+00:00,2025-12-15T10:01:53+00:00,0.06
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T10:02:00+00:00,2025-12-15T10:08:00+00:00,0.1
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T10:02:14+00:00,2025-12-15T10:03:54+00:00,0.03
WXW00766,BRISTOL MULLER ROAD R/O HORFIELD UNITED REFORM CHURCH,HORFIELD BROOK (S),False,51.48449773,-2.578668768,3.326,False,2025-12-15T10:05:00+00:00,2025-12-15T10:07:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T10:07:28+00:00,2025-12-15T10:11:09+00:00,0.06
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T10:17:02+00:00,2025-12-15T10:20:37+00:00,0.06
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T10:22:00+00:00,2025-12-15T10:24:00+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T10:22:37+00:00,2025-12-15T10:24:22+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T10:26:59+00:00,2025-12-15T10:30:28+00:00,0.06
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T10:37:19+00:00,2025-12-15T10:40:41+00:00,0.06
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T10:40:00+00:00,2025-12-15T10:44:00+00:00,0.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T10:41:45+00:00,2025-12-15T10:43:25+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T10:47:52+00:00,2025-12-15T10:51:11+00:00,0.06
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T10:56:54+00:00,2025-12-15T10:58:42+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T10:58:40+00:00,2025-12-15T11:01:58+00:00,0.06
WXW00766,BRISTOL MULLER ROAD R/O HORFIELD UNITED REFORM CHURCH,HORFIELD BROOK (S),False,51.48449773,-2.578668768,3.326,False,2025-12-15T11:00:00+00:00,2025-12-15T12:04:00+00:00,1.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T11:06:29+00:00,2025-12-15T11:08:14+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T11:09:25+00:00,2025-12-15T11:12:45+00:00,0.06
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T11:14:00+00:00,2025-12-15T11:16:00+00:00,0.03
WXW00894,PUCKLECHURCH STORM TANK,FELTHAM BROOK,False,51.47970742,-2.417167718,5.608,True,2025-12-15T11:18:00+00:00,2025-12-17T16:00:00+00:00,52.7
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T11:18:22+00:00,2025-12-15T11:20:07+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T11:20:05+00:00,2025-12-15T11:23:23+00:00,0.06
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T11:24:00+00:00,2025-12-15T11:50:00+00:00,0.43
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T11:28:00+00:00,2025-12-15T11:30:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T11:30:23+00:00,2025-12-15T11:33:47+00:00,0.06
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T11:32:17+00:00,2025-12-15T11:34:03+00:00,0.03
WXW01288,BRISTOL WORDSWORTH ROAD ATTENUATION TANK,THE HORFIELD BROOK,False,51.4895722,-2.572539575,3.49,False,2025-12-15T11:40:00+00:00,2025-12-15T11:42:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T11:40:42+00:00,2025-12-15T11:44:06+00:00,0.06
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T11:48:58+00:00,2025-12-15T11:50:40+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T11:50:50+00:00,2025-12-15T11:54:12+00:00,0.06
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T11:54:00+00:00,2025-12-15T12:00:00+00:00,0.1
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T12:00:35+00:00,2025-12-15T12:04:10+00:00,0.06
WXW00766,BRISTOL MULLER ROAD R/O HORFIELD UNITED REFORM CHURCH,HORFIELD BROOK (S),False,51.48449773,-2.578668768,3.326,False,2025-12-15T12:05:00+00:00,2025-12-15T12:09:00+00:00,0.07
WXW00812,NORTON ST PHILIP STORM TANK,TRIBUTARY OF NORTON BROOK(S),False,51.3032825,-2.334489271,13.051,True,2025-12-15T12:07:00+00:00,2025-12-15T12:34:00+00:00,0.45
WXW00766,BRISTOL MULLER ROAD R/O HORFIELD UNITED REFORM CHURCH,HORFIELD BROOK (S),False,51.48449773,-2.578668768,3.326,False,2025-12-15T12:10:00+00:00,2025-12-15T12:24:00+00:00,0.23
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T12:10:12+00:00,2025-12-15T12:11:54+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T12:10:23+00:00,2025-12-15T12:13:57+00:00,0.06
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T12:14:00+00:00,2025-12-15T12:16:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T12:20:12+00:00,2025-12-15T12:23:44+00:00,0.06
WXW00766,BRISTOL MULLER ROAD R/O HORFIELD UNITED REFORM CHURCH,HORFIELD BROOK (S),False,51.48449773,-2.578668768,3.326,False,2025-12-15T12:25:00+00:00,2025-12-15T12:32:00+00:00,0.12
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T12:30:15+00:00,2025-12-15T12:33:47+00:00,0.06
WXW00766,BRISTOL MULLER ROAD R/O HORFIELD UNITED REFORM CHURCH,HORFIELD BROOK (S),False,51.48449773,-2.578668768,3.326,False,2025-12-15T12:33:00+00:00,2025-12-15T12:35:00+00:00,0.03
WXW00812,NORTON ST PHILIP STORM TANK,TRIBUTARY OF NORTON BROOK(S),False,51.3032825,-2.334489271,13.051,True,2025-12-15T12:35:00+00:00,2025-12-15T13:11:00+00:00,0.6
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T12:35:41+00:00,2025-12-15T12:37:21+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T12:40:41+00:00,2025-12-15T12:44:08+00:00,0.06
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T12:51:36+00:00,2025-12-15T12:54:52+00:00,0.05
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T13:02:56+00:00,2025-12-15T13:06:13+00:00,0.05
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T13:06:19+00:00,2025-12-15T13:07:59+00:00,0.03
WXW00812,NORTON ST PHILIP STORM TANK,TRIBUTARY OF NORTON BROOK(S),False,51.3032825,-2.334489271,13.051,True,2025-12-15T13:12:00+00:00,2025-12-15T21:04:00+00:00,7.87
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T13:14:55+00:00,2025-12-15T13:18:10+00:00,0.05
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T13:27:34+00:00,2025-12-15T13:30:46+00:00,0.05
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T13:40:13+00:00,2025-12-15T13:41:56+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T13:41:06+00:00,2025-12-15T13:44:17+00:00,0.05
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T13:55:42+00:00,2025-12-15T13:58:48+00:00,0.05
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T14:07:01+00:00,2025-12-15T14:08:46+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T14:10:46+00:00,2025-12-15T14:13:47+00:00,0.05
WXW00766,BRISTOL MULLER ROAD R/O HORFIELD UNITED REFORM CHURCH,HORFIELD BROOK (S),False,51.48449773,-2.578668768,3.326,False,2025-12-15T14:14:00+00:00,2025-12-16T12:01:00+00:00,21.78
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T14:20:59+00:00,2025-12-15T14:22:46+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T14:26:11+00:00,2025-12-15T14:29:16+00:00,0.05
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T14:28:00+00:00,2025-12-15T14:30:00+00:00,0.03
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T14:28:00+00:00,2025-12-15T14:32:00+00:00,0.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T14:29:27+00:00,2025-12-15T14:31:22+00:00,0.03
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T14:32:00+00:00,2025-12-15T15:12:00+00:00,0.67
WXW01288,BRISTOL WORDSWORTH ROAD ATTENUATION TANK,THE HORFIELD BROOK,False,51.4895722,-2.572539575,3.49,False,2025-12-15T14:34:00+00:00,2025-12-15T16:12:00+00:00,1.63
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T14:35:55+00:00,2025-12-15T14:37:50+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T14:41:57+00:00,2025-12-15T14:45:03+00:00,0.05
WXW00798,FRAMPTON COTTERELL WEST END NIGHTINGALES BRIDGE,RIVER FROME,False,51.52998643,-2.487775415,6.22,True,2025-12-15T14:42:00+00:00,2025-12-15T16:56:00+00:00,2.23
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T14:42:28+00:00,2025-12-15T14:44:23+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T14:49:16+00:00,2025-12-15T14:51:08+00:00,0.03
WXW00566,BRISTOL HUDDS VALE ROAD / PLUMERS HILL,RIVER AVON VIA SWS (ESTUARINE),False,51.46278725,-2.541931899,1.276,False,2025-12-15T14:52:00+00:00,2025-12-15T15:16:00+00:00,0.4
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T14:54:56+00:00,2025-12-15T14:55:52+00:00,0.02
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T14:55:58+00:00,2025-12-15T14:57:54+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T14:57:43+00:00,2025-12-15T15:00:45+00:00,0.05
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T14:58:55+00:00,2025-12-15T14:59:59+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:02:37+00:00,2025-12-15T15:03:43+00:00,0.02
WXW00225,CAM VALLEY DUNKERTON INLET,CAM BROOK(S),False,51.32846272,-2.43008923,9.223,True,2025-12-15T15:03:00+00:00,2025-12-15T15:04:00+00:00,0.02
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T15:03:16+00:00,2025-12-15T15:05:06+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:05:56+00:00,2025-12-15T15:07:06+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:09:02+00:00,2025-12-15T15:10:18+00:00,0.02
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T15:10:39+00:00,2025-12-15T15:12:32+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:12:18+00:00,2025-12-15T15:13:41+00:00,0.02
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T15:13:04+00:00,2025-12-15T15:16:07+00:00,0.05
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:15:12+00:00,2025-12-15T15:16:41+00:00,0.02
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T15:17:04+00:00,2025-12-15T15:19:02+00:00,0.03
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T15:18:00+00:00,2025-12-15T15:20:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:18:09+00:00,2025-12-15T15:19:51+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:21:14+00:00,2025-12-15T15:22:53+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T15:23:02+00:00,2025-12-15T15:25:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:24:14+00:00,2025-12-15T15:25:51+00:00,0.03
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T15:26:00+00:00,2025-12-15T15:28:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:27:16+00:00,2025-12-15T15:28:53+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-12-15T15:28:04+00:00,2025-12-15T15:31:11+00:00,0.05
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T15:28:53+00:00,2025-12-15T15:30:55+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:30:19+00:00,2025-12-15T15:31:54+00:00,0.03
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-12-15T15:32:00+00:00,2025-12-15T15:36:00+00:00,0.07
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:33:24+00:00,2025-12-15T15:35:08+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-12-15T15:33:55+00:00,2025-12-15T15:36:05+00:00,0.04
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-12-15T15:36:27+00:00,2025-12-15T15:38:14+00:00,0.03
